0909; 0101; 0101; 0101; 0101; 0101; 0101; 0101; 0101; 0101; 0101; 0101; 0101; 0101; 0101; 0101; 0101; 0101; 0101; 0303;
0808; 0000; 0000; 0000; 0000; 0000; 0000; 0000; 0000; 0000; 0000; 0000; 0000; 0000; 0000; 0000; 0000; 0000; 0000; 0202;
0808; 0000; 0000; 0000; 0000; 0000; 0000; 0000; 0000; 0000; 0000; 0000; 0000; 0000; 0000; 0000; 0000; 0000; 0000; 0202;
0808; 0000; 0000; 0000; 0000; 0000; 0400; 0400; 0400; 0400; 0400; 0400; 0400; 0000; 0000; 0000; 0000; 0000; 0000; 0202;
0808; 0000; 0000; 0000; 0000; 0000; 0100; 0100; 0100; 0100; 0100; 0100; 0100; 0000; 0000; 0000; 0000; 0000; 0000; 0202;
0808; 0000; 0000; 0000; 0000; 0000; 0404; 0404; 0404; 0404; 0404; 0000; 0000; 0000; 0000; 0000; 0000; 0000; 0000; 0202;
0808; 0000; 0000; 0000; 0000; 0202; 0909; 0101; 0101; 0101; 0303; 0808; 0000; 0000; 0000; 0000; 0000; 0000; 0000; 0202;
0808; 0000; 0000; 0000; 0000; 0202; 0808; 0000; 0000; 0000; 0202; 0808; 0000; 0000; 0000; 0000; 0000; 0000; 0000; 0202;
0808; 0000; 0000; 0000; 0000; 0202; 0C0C; 0404; 0404; 0404; 0606; 0808; 0000; 0000; 0000; 0000; 0000; 0000; 0000; 0202;
0808; 0000; 0000; 0000; 0000; 0000; 0101; 0101; 0501; 0101; 0101; 0000; 0000; 0000; 0000; 0000; 0000; 0000; 0000; 0202;
0808; 0000; 0000; 0000; 0000; 0000; 0000; 0200; 0F00; 0800; 0000; 0000; 0000; 0000; 0000; 0000; 0000; 0000; 0000; 0202;
0808; 0000; 0000; 0000; 0000; 0000; 0000; 0000; 0100; 0000; 0000; 0000; 0000; 0000; 0000; 0000; 0000; 0000; 0000; 0202;
0808; 0000; 0000; 0000; 0000; 0000; 0000; 0000; 0000; 0000; 0000; 0000; 0000; 0000; 0000; 0000; 0000; 0000; 0000; 0202;
0808; 0000; 0000; 0000; 0000; 0000; 0000; 0000; 0000; 0000; 0000; 0000; 0000; 0000; 0000; 0000; 0000; 0000; 0000; 0202;
0808; 0000; 0000; 0000; 0000; 0404; 0404; 0404; 0404; 0404; 0000; 0000; 0000; 0000; 0000; 0000; 0000; 0000; 0000; 0202;
0808; 0000; 0000; 0000; 0202; 0B0B; 0B0B; 0B0B; 0B0B; 0B0B; 0808; 0000; 0000; 0000; 0000; 0000; 0000; 0000; 0000; 0202;
0808; 0000; 0000; 0000; 0000; 0000; 0000; 0000; 0000; 0000; 0000; 0000; 0000; 0000; 0000; 0000; 0000; 0000; 0000; 0202;
0808; 0000; 0000; 0000; 0000; 0000; 0000; 0000; 0000; 0000; 0000; 0000; 0000; 0000; 0000; 0000; 0000; 0000; 0000; 0202;
0808; 0000; 0000; 0000; 0000; 0000; 0000; 0000; 0000; 0000; 0000; 0000; 0000; 0000; 0000; 0000; 0000; 0000; 0000; 0202;
0C0C; 0404; 0404; 0404; 0404; 0404; 0404; 0404; 0404; 0404; 0404; 0404; 0404; 0404; 0404; 0404; 0404; 0404; 0404; 0606;
maps/level1background.png
maps/level1background.png
